ID,Visibility,HabitatType,Season,Size,Search1,Search2,Search3,Search4
1,L,HT1,SF,S,0,1,NA,NA
2,L,HT1,SF,S,0,0,0,0
3,L,HT1,WS,S,0,1,NA,NA
4,L,HT1,WS,S,0,0,0,0
5,L,HT1,WS,S,0,0,0,0
6,L,HT1,SF,S,0,0,0,1
7,L,HT1,WS,S,0,0,0,0
8,L,HT1,WS,S,0,0,0,0
9,L,HT1,SF,S,0,0,0,0
10,L,HT1,SF,S,0,0,0,0
11,L,HT1,WS,S,1,NA,NA,NA
12,L,HT1,SF,S,1,NA,NA,NA
13,L,HT1,SF,S,1,NA,NA,NA
14,L,HT1,SF,S,1,NA,NA,NA
15,L,HT1,WS,S,1,NA,NA,NA
16,L,HT1,WS,S,1,NA,NA,NA
17,L,HT1,WS,S,1,NA,NA,NA
18,L,HT1,SF,S,1,NA,NA,NA
19,L,HT1,WS,S,1,NA,NA,NA
20,L,HT1,WS,S,1,NA,NA,NA
21,L,HT1,SF,L,0,0,0,1
22,L,HT1,SF,L,0,0,0,0
23,L,HT1,WS,L,0,0,0,0
24,L,HT1,SF,L,0,1,NA,NA
25,L,HT1,SF,L,0,0,0,1
26,L,HT1,SF,L,0,1,NA,NA
27,L,HT1,WS,L,0,1,NA,NA
28,L,HT1,WS,L,1,NA,NA,NA
29,L,HT1,WS,L,1,NA,NA,NA
30,L,HT1,SF,L,1,NA,NA,NA
31,L,HT1,WS,L,1,NA,NA,NA
32,L,HT1,WS,L,1,NA,NA,NA
33,L,HT1,SF,L,1,NA,NA,NA
34,L,HT1,SF,L,1,NA,NA,NA
35,L,HT1,WS,L,1,NA,NA,NA
36,L,HT1,SF,L,1,NA,NA,NA
37,L,HT1,SF,L,1,NA,NA,NA
38,L,HT1,SF,L,1,NA,NA,NA
39,L,HT1,WS,L,1,NA,NA,NA
40,L,HT1,WS,L,1,NA,NA,NA
41,H,HT1,WS,S,0,0,0,1
42,H,HT1,SF,S,0,0,0,0
43,H,HT1,WS,S,0,0,0,0
44,H,HT1,WS,S,0,0,0,0
45,H,HT1,SF,S,0,0,0,0
46,H,HT1,SF,S,0,1,NA,NA
47,H,HT1,WS,S,0,0,0,1
48,H,HT1,SF,S,0,0,0,0
49,H,HT1,SF,S,0,1,NA,NA
50,H,HT1,SF,S,1,NA,NA,NA
51,H,HT1,WS,S,1,NA,NA,NA
52,H,HT1,WS,S,1,NA,NA,NA
53,H,HT1,WS,S,1,NA,NA,NA
54,H,HT1,SF,S,1,NA,NA,NA
55,H,HT1,WS,S,1,NA,NA,NA
56,H,HT1,WS,S,1,NA,NA,NA
57,H,HT1,SF,S,1,NA,NA,NA
58,H,HT1,SF,S,1,NA,NA,NA
59,H,HT1,WS,S,1,NA,NA,NA
60,H,HT1,SF,S,1,NA,NA,NA
61,H,HT1,SF,L,0,0,0,0
62,H,HT1,SF,L,0,0,0,0
63,H,HT1,WS,L,0,0,1,NA
64,H,HT1,WS,L,0,1,NA,NA
65,H,HT1,WS,L,0,1,NA,NA
66,H,HT1,SF,L,0,0,0,0
67,H,HT1,WS,L,1,NA,NA,NA
68,H,HT1,WS,L,1,NA,NA,NA
69,H,HT1,SF,L,1,NA,NA,NA
70,H,HT1,SF,L,1,NA,NA,NA
71,H,HT1,WS,L,1,NA,NA,NA
72,H,HT1,SF,L,1,NA,NA,NA
73,H,HT1,SF,L,1,NA,NA,NA
74,H,HT1,SF,L,1,NA,NA,NA
75,H,HT1,WS,L,1,NA,NA,NA
76,H,HT1,WS,L,1,NA,NA,NA
77,H,HT1,WS,L,1,NA,NA,NA
78,H,HT1,SF,L,1,NA,NA,NA
79,H,HT1,WS,L,1,NA,NA,NA
80,H,HT1,WS,L,1,NA,NA,NA
81,L,HT2,SF,S,0,1,NA,NA
82,L,HT2,SF,S,0,1,NA,NA
83,L,HT2,WS,S,0,0,0,1
84,L,HT2,SF,S,0,0,0,0
85,L,HT2,SF,S,0,0,0,0
86,L,HT2,SF,S,0,0,0,0
87,L,HT2,WS,S,0,0,0,0
88,L,HT2,WS,S,0,0,0,0
89,L,HT2,WS,S,0,0,0,0
90,L,HT2,SF,S,0,0,1,NA
91,L,HT2,WS,S,1,NA,NA,NA
92,L,HT2,WS,S,1,NA,NA,NA
93,L,HT2,SF,S,1,NA,NA,NA
94,L,HT2,SF,S,1,NA,NA,NA
95,L,HT2,WS,S,1,NA,NA,NA
96,L,HT2,SF,S,1,NA,NA,NA
97,L,HT2,SF,S,1,NA,NA,NA
98,L,HT2,SF,S,1,NA,NA,NA
99,L,HT2,WS,S,1,NA,NA,NA
100,L,HT2,WS,S,1,NA,NA,NA
101,L,HT2,WS,L,0,0,0,0
102,L,HT2,SF,L,0,0,0,0
103,L,HT2,WS,L,0,0,0,0
104,L,HT2,WS,L,0,0,1,NA
105,L,HT2,SF,L,0,0,0,0
106,L,HT2,SF,L,0,0,0,0
107,L,HT2,WS,L,0,1,NA,NA
108,L,HT2,SF,L,0,0,1,NA
109,L,HT2,SF,L,0,1,NA,NA
110,L,HT2,SF,L,0,1,NA,NA
111,L,HT2,WS,L,1,NA,NA,NA
112,L,HT2,WS,L,1,NA,NA,NA
113,L,HT2,WS,L,1,NA,NA,NA
114,L,HT2,SF,L,1,NA,NA,NA
115,L,HT2,WS,L,1,NA,NA,NA
116,L,HT2,WS,L,1,NA,NA,NA
117,L,HT2,SF,L,1,NA,NA,NA
118,L,HT2,SF,L,1,NA,NA,NA
119,L,HT2,WS,L,1,NA,NA,NA
120,L,HT2,SF,L,1,NA,NA,NA
121,H,HT2,SF,S,0,0,0,0
122,H,HT2,SF,S,0,0,0,0
123,H,HT2,WS,S,0,0,0,0
124,H,HT2,WS,S,0,0,1,NA
125,H,HT2,WS,S,0,0,1,NA
126,H,HT2,SF,S,0,1,NA,NA
127,H,HT2,WS,S,0,1,NA,NA
128,H,HT2,WS,S,0,1,NA,NA
129,H,HT2,SF,S,0,0,0,0
130,H,HT2,SF,S,1,NA,NA,NA
131,H,HT2,WS,S,1,NA,NA,NA
132,H,HT2,SF,S,1,NA,NA,NA
133,H,HT2,SF,S,1,NA,NA,NA
134,H,HT2,SF,S,1,NA,NA,NA
135,H,HT2,WS,S,1,NA,NA,NA
136,H,HT2,WS,S,1,NA,NA,NA
137,H,HT2,WS,S,1,NA,NA,NA
138,H,HT2,SF,S,1,NA,NA,NA
139,H,HT2,WS,S,1,NA,NA,NA
140,H,HT2,WS,S,1,NA,NA,NA
141,H,HT2,SF,L,0,0,0,0
142,H,HT2,SF,L,0,0,0,0
143,H,HT2,WS,L,0,0,0,0
144,H,HT2,SF,L,0,1,NA,NA
145,H,HT2,SF,L,0,1,NA,NA
146,H,HT2,SF,L,0,1,NA,NA
147,H,HT2,WS,L,0,0,1,NA
148,H,HT2,WS,L,1,NA,NA,NA
149,H,HT2,WS,L,1,NA,NA,NA
150,H,HT2,SF,L,1,NA,NA,NA
151,H,HT2,WS,L,1,NA,NA,NA
152,H,HT2,WS,L,1,NA,NA,NA
153,H,HT2,SF,L,1,NA,NA,NA
154,H,HT2,SF,L,1,NA,NA,NA
155,H,HT2,WS,L,1,NA,NA,NA
156,H,HT2,SF,L,1,NA,NA,NA
157,H,HT2,SF,L,1,NA,NA,NA
158,H,HT2,SF,L,1,NA,NA,NA
159,H,HT2,WS,L,1,NA,NA,NA
160,H,HT2,WS,L,1,NA,NA,NA
161,M,HT1,WS,S,0,0,0,0
162,M,HT1,SF,S,0,0,1,NA
163,M,HT1,WS,S,0,0,0,0
164,M,HT1,WS,S,0,0,0,0
165,M,HT1,SF,S,0,0,0,0
166,M,HT1,SF,S,0,0,0,0
167,M,HT1,WS,S,0,1,NA,NA
168,M,HT1,SF,S,0,1,NA,NA
169,M,HT1,SF,S,0,1,NA,NA
170,M,HT1,SF,S,1,NA,NA,NA
171,M,HT1,WS,S,1,NA,NA,NA
172,M,HT1,WS,S,1,NA,NA,NA
173,M,HT1,WS,S,1,NA,NA,NA
174,M,HT1,SF,S,1,NA,NA,NA
175,M,HT1,WS,S,1,NA,NA,NA
176,M,HT1,WS,S,1,NA,NA,NA
177,M,HT1,SF,S,1,NA,NA,NA
178,M,HT1,SF,S,1,NA,NA,NA
179,M,HT1,WS,S,1,NA,NA,NA
180,M,HT1,SF,S,1,NA,NA,NA
181,M,HT1,SF,L,0,0,0,0
182,M,HT1,SF,L,0,0,0,0
183,M,HT1,WS,L,0,0,0,0
184,M,HT1,WS,L,0,0,1,NA
185,M,HT1,WS,L,0,0,0,1
186,M,HT1,SF,L,0,1,NA,NA
187,M,HT1,WS,L,0,1,NA,NA
188,M,HT1,WS,L,1,NA,NA,NA
189,M,HT1,SF,L,1,NA,NA,NA
190,M,HT1,SF,L,1,NA,NA,NA
191,M,HT1,WS,L,1,NA,NA,NA
192,M,HT1,SF,L,1,NA,NA,NA
193,M,HT1,SF,L,1,NA,NA,NA
194,M,HT1,SF,L,1,NA,NA,NA
195,M,HT1,WS,L,1,NA,NA,NA
196,M,HT1,WS,L,1,NA,NA,NA
197,M,HT1,WS,L,1,NA,NA,NA
198,M,HT1,SF,L,1,NA,NA,NA
199,M,HT1,WS,L,1,NA,NA,NA
200,M,HT1,WS,L,1,NA,NA,NA
201,M,HT2,SF,S,0,0,0,0
202,M,HT2,SF,S,0,0,0,0
203,M,HT2,WS,S,0,0,0,0
204,M,HT2,SF,S,0,0,1,NA
205,M,HT2,SF,S,0,0,1,NA
206,M,HT2,SF,S,0,1,NA,NA
207,M,HT2,WS,S,0,1,NA,NA
208,M,HT2,WS,S,0,1,NA,NA
209,M,HT2,WS,S,0,0,0,0
210,M,HT2,SF,S,0,0,0,0
211,M,HT2,WS,S,1,NA,NA,NA
212,M,HT2,WS,S,1,NA,NA,NA
213,M,HT2,SF,S,1,NA,NA,NA
214,M,HT2,SF,S,1,NA,NA,NA
215,M,HT2,WS,S,1,NA,NA,NA
216,M,HT2,SF,S,1,NA,NA,NA
217,M,HT2,SF,S,1,NA,NA,NA
218,M,HT2,SF,S,1,NA,NA,NA
219,M,HT2,WS,S,1,NA,NA,NA
220,M,HT2,WS,S,1,NA,NA,NA
221,M,HT2,WS,L,0,0,0,0
222,M,HT2,SF,L,0,0,0,0
223,M,HT2,WS,L,0,0,0,0
224,M,HT2,WS,L,0,0,0,1
225,M,HT2,SF,L,0,0,1,NA
226,M,HT2,SF,L,0,0,1,NA
227,M,HT2,WS,L,0,1,NA,NA
228,M,HT2,SF,L,0,1,NA,NA
229,M,HT2,SF,L,0,1,NA,NA
230,M,HT2,SF,L,1,NA,NA,NA
231,M,HT2,WS,L,1,NA,NA,NA
232,M,HT2,WS,L,1,NA,NA,NA
233,M,HT2,WS,L,1,NA,NA,NA
234,M,HT2,SF,L,1,NA,NA,NA
235,M,HT2,WS,L,1,NA,NA,NA
236,M,HT2,WS,L,1,NA,NA,NA
237,M,HT2,SF,L,1,NA,NA,NA
238,M,HT2,SF,L,1,NA,NA,NA
239,M,HT2,WS,L,1,NA,NA,NA
240,M,HT2,SF,L,1,NA,NA,NA
241,L,HT1,SF,M,0,1,NA,NA
242,L,HT1,SF,M,0,1,NA,NA
243,L,HT1,WS,M,0,1,NA,NA
244,L,HT1,WS,M,0,0,0,0
245,L,HT1,WS,M,0,0,0,1
246,L,HT1,SF,M,0,0,0,1
247,L,HT1,WS,M,0,0,0,0
248,L,HT1,WS,M,0,0,0,0
249,L,HT1,SF,M,0,0,0,0
250,L,HT1,SF,M,0,0,0,0
251,L,HT1,WS,M,1,NA,NA,NA
252,L,HT1,SF,M,1,NA,NA,NA
253,L,HT1,SF,M,1,NA,NA,NA
254,L,HT1,SF,M,1,NA,NA,NA
255,L,HT1,WS,M,1,NA,NA,NA
256,L,HT1,WS,M,1,NA,NA,NA
257,L,HT1,WS,M,1,NA,NA,NA
258,L,HT1,SF,M,1,NA,NA,NA
259,L,HT1,WS,M,1,NA,NA,NA
260,L,HT1,WS,M,1,NA,NA,NA
261,L,HT1,SF,XL,0,0,0,0
262,L,HT1,SF,XL,0,0,0,0
263,L,HT1,WS,XL,0,0,1,NA
264,L,HT1,SF,XL,0,1,NA,NA
265,L,HT1,SF,XL,0,1,NA,NA
266,L,HT1,SF,XL,0,1,NA,NA
267,L,HT1,WS,XL,0,1,NA,NA
268,L,HT1,WS,XL,1,NA,NA,NA
269,L,HT1,WS,XL,1,NA,NA,NA
270,L,HT1,SF,XL,1,NA,NA,NA
271,L,HT1,WS,XL,1,NA,NA,NA
272,L,HT1,WS,XL,1,NA,NA,NA
273,L,HT1,SF,XL,1,NA,NA,NA
274,L,HT1,SF,XL,1,NA,NA,NA
275,L,HT1,WS,XL,1,NA,NA,NA
276,L,HT1,SF,XL,1,NA,NA,NA
277,L,HT1,SF,XL,1,NA,NA,NA
278,L,HT1,SF,XL,1,NA,NA,NA
279,L,HT1,WS,XL,1,NA,NA,NA
280,L,HT1,WS,XL,1,NA,NA,NA
281,H,HT1,WS,M,0,0,0,0
282,H,HT1,SF,M,0,0,0,0
283,H,HT1,WS,M,0,0,0,1
284,H,HT1,WS,M,0,0,0,0
285,H,HT1,SF,M,0,0,1,NA
286,H,HT1,SF,M,0,1,NA,NA
287,H,HT1,WS,M,0,1,NA,NA
288,H,HT1,SF,M,0,1,NA,NA
289,H,HT1,SF,M,0,1,NA,NA
290,H,HT1,SF,M,1,NA,NA,NA
291,H,HT1,WS,M,1,NA,NA,NA
292,H,HT1,WS,M,1,NA,NA,NA
293,H,HT1,WS,M,1,NA,NA,NA
294,H,HT1,SF,M,1,NA,NA,NA
295,H,HT1,WS,M,1,NA,NA,NA
296,H,HT1,WS,M,1,NA,NA,NA
297,H,HT1,SF,M,1,NA,NA,NA
298,H,HT1,SF,M,1,NA,NA,NA
299,H,HT1,WS,M,1,NA,NA,NA
300,H,HT1,SF,M,1,NA,NA,NA
301,H,HT1,SF,XL,0,0,0,0
302,H,HT1,SF,XL,0,0,0,0
303,H,HT1,WS,XL,0,0,0,0
304,H,HT1,WS,XL,0,1,NA,NA
305,H,HT1,WS,XL,0,1,NA,NA
306,H,HT1,SF,XL,1,NA,NA,NA
307,H,HT1,WS,XL,1,NA,NA,NA
308,H,HT1,WS,XL,1,NA,NA,NA
309,H,HT1,SF,XL,1,NA,NA,NA
310,H,HT1,SF,XL,1,NA,NA,NA
311,H,HT1,WS,XL,1,NA,NA,NA
312,H,HT1,SF,XL,1,NA,NA,NA
313,H,HT1,SF,XL,1,NA,NA,NA
314,H,HT1,SF,XL,1,NA,NA,NA
315,H,HT1,WS,XL,1,NA,NA,NA
316,H,HT1,WS,XL,1,NA,NA,NA
317,H,HT1,WS,XL,1,NA,NA,NA
318,H,HT1,SF,XL,1,NA,NA,NA
319,H,HT1,WS,XL,1,NA,NA,NA
320,H,HT1,WS,XL,1,NA,NA,NA
321,L,HT2,SF,M,0,1,NA,NA
322,L,HT2,SF,M,0,1,NA,NA
323,L,HT2,WS,M,0,0,0,1
324,L,HT2,SF,M,0,0,0,1
325,L,HT2,SF,M,0,0,0,0
326,L,HT2,SF,M,0,0,0,0
327,L,HT2,WS,M,0,0,0,0
328,L,HT2,WS,M,0,0,0,0
329,L,HT2,WS,M,0,0,0,0
330,L,HT2,SF,M,0,0,0,0
331,L,HT2,WS,M,1,NA,NA,NA
332,L,HT2,WS,M,1,NA,NA,NA
333,L,HT2,SF,M,1,NA,NA,NA
334,L,HT2,SF,M,1,NA,NA,NA
335,L,HT2,WS,M,1,NA,NA,NA
336,L,HT2,SF,M,1,NA,NA,NA
337,L,HT2,SF,M,1,NA,NA,NA
338,L,HT2,SF,M,1,NA,NA,NA
339,L,HT2,WS,M,1,NA,NA,NA
340,L,HT2,WS,M,1,NA,NA,NA
341,L,HT2,WS,XL,0,0,0,0
342,L,HT2,SF,XL,0,0,0,0
343,L,HT2,WS,XL,0,0,0,0
344,L,HT2,WS,XL,0,0,0,1
345,L,HT2,SF,XL,0,0,1,NA
346,L,HT2,SF,XL,0,1,NA,NA
347,L,HT2,WS,XL,0,1,NA,NA
348,L,HT2,SF,XL,0,1,NA,NA
349,L,HT2,SF,XL,0,1,NA,NA
350,L,HT2,SF,XL,0,1,NA,NA
351,L,HT2,WS,XL,1,NA,NA,NA
352,L,HT2,WS,XL,1,NA,NA,NA
353,L,HT2,WS,XL,1,NA,NA,NA
354,L,HT2,SF,XL,0,0,0,0
355,L,HT2,WS,XL,1,NA,NA,NA
356,L,HT2,WS,XL,1,NA,NA,NA
357,L,HT2,SF,XL,0,1,NA,NA
358,L,HT2,SF,XL,0,0,1,NA
359,L,HT2,WS,XL,1,NA,NA,NA
360,L,HT2,SF,XL,1,NA,NA,NA
361,H,HT2,SF,M,0,0,0,0
362,H,HT2,SF,M,0,0,0,0
363,H,HT2,WS,M,0,0,0,NA
364,H,HT2,WS,M,0,0,0,NA
365,H,HT2,WS,M,0,0,1,NA
366,H,HT2,SF,M,0,1,NA,NA
367,H,HT2,WS,M,0,1,NA,NA
368,H,HT2,WS,M,0,1,NA,NA
369,H,HT2,SF,M,1,NA,NA,NA
370,H,HT2,SF,M,1,NA,NA,NA
371,H,HT2,WS,M,1,NA,NA,NA
372,H,HT2,SF,M,1,NA,NA,NA
373,H,HT2,SF,M,1,NA,NA,NA
374,H,HT2,SF,M,1,NA,NA,NA
375,H,HT2,WS,M,1,NA,NA,NA
376,H,HT2,WS,M,1,NA,NA,NA
377,H,HT2,WS,M,1,NA,NA,NA
378,H,HT2,SF,M,1,NA,NA,NA
379,H,HT2,WS,M,1,NA,NA,NA
380,H,HT2,WS,M,1,NA,NA,NA
381,H,HT2,SF,XL,0,0,0,0
382,H,HT2,SF,XL,0,0,0,NA
383,H,HT2,WS,XL,0,0,1,NA
384,H,HT2,SF,XL,0,0,0,0
385,H,HT2,SF,XL,0,0,0,0
386,H,HT2,SF,XL,0,0,1,NA
387,H,HT2,WS,XL,1,NA,NA,NA
388,H,HT2,WS,XL,1,NA,NA,NA
389,H,HT2,WS,XL,1,NA,NA,NA
390,H,HT2,SF,XL,1,NA,NA,NA
391,H,HT2,WS,XL,1,NA,NA,NA
392,H,HT2,WS,XL,1,NA,NA,NA
393,H,HT2,SF,XL,1,NA,NA,NA
394,H,HT2,SF,XL,1,NA,NA,NA
395,H,HT2,WS,XL,1,NA,NA,NA
396,H,HT2,SF,XL,1,NA,NA,NA
397,H,HT2,SF,XL,1,NA,NA,NA
398,H,HT2,SF,XL,1,NA,NA,NA
399,H,HT2,WS,XL,1,NA,NA,NA
400,H,HT2,WS,XL,1,NA,NA,NA
401,M,HT1,WS,M,0,0,0,0
402,M,HT1,SF,M,0,0,0,0
403,M,HT1,WS,M,0,0,0,0
404,M,HT1,WS,M,0,0,0,0
405,M,HT1,SF,M,0,0,0,0
406,M,HT1,SF,M,0,0,1,NA
407,M,HT1,WS,M,0,0,1,NA
408,M,HT1,SF,M,0,1,NA,NA
409,M,HT1,SF,M,0,1,NA,NA
410,M,HT1,SF,M,1,NA,NA,NA
411,M,HT1,WS,M,1,NA,NA,NA
412,M,HT1,WS,M,1,NA,NA,NA
413,M,HT1,WS,M,1,NA,NA,NA
414,M,HT1,SF,M,1,NA,NA,NA
415,M,HT1,WS,M,1,NA,NA,NA
416,M,HT1,WS,M,1,NA,NA,NA
417,M,HT1,SF,M,1,NA,NA,NA
418,M,HT1,SF,M,1,NA,NA,NA
419,M,HT1,WS,M,1,NA,NA,NA
420,M,HT1,SF,M,1,NA,NA,NA
421,M,HT1,SF,XL,0,0,0,0
422,M,HT1,SF,XL,0,0,0,0
423,M,HT1,WS,XL,0,0,0,0
424,M,HT1,WS,XL,0,0,1,NA
425,M,HT1,WS,XL,0,1,NA,NA
426,M,HT1,SF,XL,0,1,NA,NA
427,M,HT1,WS,XL,0,1,NA,NA
428,M,HT1,WS,XL,1,NA,NA,NA
429,M,HT1,SF,XL,1,NA,NA,NA
430,M,HT1,SF,XL,1,NA,NA,NA
431,M,HT1,WS,XL,1,NA,NA,NA
432,M,HT1,SF,XL,1,NA,NA,NA
433,M,HT1,SF,XL,1,NA,NA,NA
434,M,HT1,SF,XL,1,NA,NA,NA
435,M,HT1,WS,XL,1,NA,NA,NA
436,M,HT1,WS,XL,1,NA,NA,NA
437,M,HT1,WS,XL,1,NA,NA,NA
438,M,HT1,SF,XL,1,NA,NA,NA
439,M,HT1,WS,XL,1,NA,NA,NA
440,M,HT1,WS,XL,1,NA,NA,NA
441,M,HT2,SF,M,0,0,0,0
442,M,HT2,SF,M,0,0,0,0
443,M,HT2,WS,M,0,0,0,0
444,M,HT2,SF,M,0,0,1,NA
445,M,HT2,SF,M,0,0,1,NA
446,M,HT2,SF,M,0,1,NA,NA
447,M,HT2,WS,M,0,1,NA,NA
448,M,HT2,WS,M,0,1,NA,NA
449,M,HT2,WS,M,0,1,NA,NA
450,M,HT2,SF,M,0,1,NA,NA
451,M,HT2,WS,M,1,NA,NA,NA
452,M,HT2,WS,M,1,NA,NA,NA
453,M,HT2,SF,M,1,NA,NA,NA
454,M,HT2,SF,M,1,NA,NA,NA
455,M,HT2,WS,M,1,NA,NA,NA
456,M,HT2,SF,M,1,NA,NA,NA
457,M,HT2,SF,M,1,NA,NA,NA
458,M,HT2,SF,M,1,NA,NA,NA
459,M,HT2,WS,M,1,NA,NA,NA
460,M,HT2,WS,M,1,NA,NA,NA
461,M,HT2,WS,XL,0,0,0,0
462,M,HT2,SF,XL,0,0,0,0
463,M,HT2,WS,XL,0,0,1,NA
464,M,HT2,WS,XL,0,1,NA,NA
465,M,HT2,SF,XL,0,0,0,1
466,M,HT2,SF,XL,0,0,0,0
467,M,HT2,WS,XL,0,1,NA,NA
468,M,HT2,SF,XL,0,0,1,NA
469,M,HT2,SF,XL,0,1,NA,NA
470,M,HT2,SF,XL,1,NA,NA,NA
471,M,HT2,WS,XL,1,NA,NA,NA
472,M,HT2,WS,XL,1,NA,NA,NA
473,M,HT2,WS,XL,1,NA,NA,NA
474,M,HT2,SF,XL,1,NA,NA,NA
475,M,HT2,WS,XL,1,NA,NA,NA
476,M,HT2,WS,XL,1,NA,NA,NA
477,M,HT2,SF,XL,1,NA,NA,NA
478,M,HT2,SF,XL,1,NA,NA,NA
479,M,HT2,WS,XL,1,NA,NA,NA
480,M,HT2,SF,XL,1,NA,NA,NA
